epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,5725.59,1.20027,0.48424,0.00689,0.94852,0.90099,0.96442,0.65924,1.17185,0.47812,0.00825,0.0002804,9.34667e-05,0.0002804,9.34667e-05,0.0002804,9.34667e-05,0.0002804,9.34667e-05
12,6227.99,1.20006,0.48388,0.00683,0.95144,0.90279,0.96573,0.65672,1.17472,0.47565,0.00825,0.00027844,9.28133e-05,0.00027844,9.28133e-05,0.00027844,9.28133e-05,0.00027844,9.28133e-05
13,6730.68,1.19466,0.47704,0.00684,0.94886,0.90286,0.96493,0.64738,1.19984,0.48196,0.00844,0.00027648,9.216e-05,0.00027648,9.216e-05,0.00027648,9.216e-05,0.00027648,9.216e-05
14,7233.13,1.19184,0.47681,0.0068,0.94621,0.90898,0.96663,0.65465,1.18445,0.47286,0.00831,0.00027452,9.15067e-05,0.00027452,9.15067e-05,0.00027452,9.15067e-05,0.00027452,9.15067e-05
15,7735.5,1.18323,0.47228,0.00674,0.94764,0.90316,0.96358,0.64759,1.20203,0.49747,0.00847,0.00027256,9.08533e-05,0.00027256,9.08533e-05,0.00027256,9.08533e-05,0.00027256,9.08533e-05
16,8238.19,1.18519,0.47132,0.0068,0.95308,0.90043,0.96423,0.6649,1.15069,0.48523,0.00816,0.0002706,9.02e-05,0.0002706,9.02e-05,0.0002706,9.02e-05,0.0002706,9.02e-05
17,8741.37,1.18094,0.4696,0.00674,0.94473,0.89497,0.96141,0.65281,1.17548,0.50019,0.00828,0.00026864,8.95467e-05,0.00026864,8.95467e-05,0.00026864,8.95467e-05,0.00026864,8.95467e-05
18,9244.98,1.18245,0.47126,0.00673,0.93898,0.89343,0.95831,0.65892,1.15848,0.5059,0.00824,0.00026668,8.88933e-05,0.00026668,8.88933e-05,0.00026668,8.88933e-05,0.00026668,8.88933e-05
19,9748.82,1.17388,0.472,0.00668,0.94179,0.88485,0.95657,0.65973,1.15299,0.51238,0.00817,0.00026472,8.824e-05,0.00026472,8.824e-05,0.00026472,8.824e-05,0.00026472,8.824e-05
20,10252.3,1.17161,0.47033,0.00669,0.94758,0.88894,0.96096,0.66793,1.13443,0.49663,0.00804,0.00026276,8.75867e-05,0.00026276,8.75867e-05,0.00026276,8.75867e-05,0.00026276,8.75867e-05
21,10756.1,1.16263,0.46141,0.00664,0.94602,0.89292,0.9616,0.6636,1.14724,0.48699,0.00812,0.0002608,8.69333e-05,0.0002608,8.69333e-05,0.0002608,8.69333e-05,0.0002608,8.69333e-05
22,11259.7,1.16557,0.46097,0.00667,0.94833,0.88762,0.95952,0.6685,1.12827,0.4965,0.00799,0.00025884,8.628e-05,0.00025884,8.628e-05,0.00025884,8.628e-05,0.00025884,8.628e-05
23,11763.4,1.15805,0.46107,0.00661,0.94647,0.89456,0.96044,0.66842,1.13165,0.49599,0.00801,0.00025688,8.56267e-05,0.00025688,8.56267e-05,0.00025688,8.56267e-05,0.00025688,8.56267e-05
24,12267.8,1.15348,0.45381,0.00658,0.94274,0.89236,0.95843,0.6704,1.12443,0.49528,0.00795,0.00025492,8.49733e-05,0.00025492,8.49733e-05,0.00025492,8.49733e-05,0.00025492,8.49733e-05
25,12771.4,1.15577,0.4569,0.00662,0.94193,0.90051,0.96089,0.67016,1.12498,0.48738,0.00796,0.00025296,8.432e-05,0.00025296,8.432e-05,0.00025296,8.432e-05,0.00025296,8.432e-05
26,13275,1.15279,0.44822,0.00661,0.94918,0.89082,0.96131,0.67405,1.1152,0.4847,0.00788,0.000251,8.36667e-05,0.000251,8.36667e-05,0.000251,8.36667e-05,0.000251,8.36667e-05
27,13778.3,1.14499,0.44983,0.00655,0.94238,0.89762,0.95968,0.6768,1.11164,0.48292,0.00788,0.00024904,8.30133e-05,0.00024904,8.30133e-05,0.00024904,8.30133e-05,0.00024904,8.30133e-05
28,14281.2,1.14771,0.44777,0.00654,0.94051,0.89593,0.95836,0.67599,1.10906,0.48908,0.00784,0.00024708,8.236e-05,0.00024708,8.236e-05,0.00024708,8.236e-05,0.00024708,8.236e-05
29,14784.6,1.15067,0.4481,0.00656,0.94431,0.89452,0.95939,0.67415,1.11417,0.48589,0.00791,0.00024512,8.17067e-05,0.00024512,8.17067e-05,0.00024512,8.17067e-05,0.00024512,8.17067e-05
30,15288.2,1.14226,0.44201,0.00658,0.94819,0.88858,0.95834,0.67485,1.10987,0.4943,0.00784,0.00024316,8.10533e-05,0.00024316,8.10533e-05,0.00024316,8.10533e-05,0.00024316,8.10533e-05
31,15791.2,1.13937,0.44235,0.00649,0.94551,0.89677,0.95932,0.67737,1.10392,0.48697,0.00779,0.0002412,8.04e-05,0.0002412,8.04e-05,0.0002412,8.04e-05,0.0002412,8.04e-05
32,16294.1,1.14057,0.44431,0.00657,0.94901,0.89858,0.96009,0.6801,1.10122,0.48719,0.00778,0.00023924,7.97467e-05,0.00023924,7.97467e-05,0.00023924,7.97467e-05,0.00023924,7.97467e-05
33,16797.1,1.14018,0.44177,0.00652,0.94231,0.89124,0.95677,0.67115,1.1113,0.49902,0.0079,0.00023728,7.90933e-05,0.00023728,7.90933e-05,0.00023728,7.90933e-05,0.00023728,7.90933e-05
34,17300.2,1.13578,0.45309,0.0065,0.94827,0.89653,0.95952,0.67494,1.10523,0.48483,0.0078,0.00023532,7.844e-05,0.00023532,7.844e-05,0.00023532,7.844e-05,0.00023532,7.844e-05
35,17804.1,1.14158,0.45068,0.00651,0.94704,0.8993,0.95928,0.67675,1.10171,0.48447,0.00778,0.00023336,7.77867e-05,0.00023336,7.77867e-05,0.00023336,7.77867e-05,0.00023336,7.77867e-05
36,18308.4,1.13461,0.44147,0.00648,0.9505,0.89894,0.96097,0.67913,1.09968,0.46875,0.00777,0.0002314,7.71333e-05,0.0002314,7.71333e-05,0.0002314,7.71333e-05,0.0002314,7.71333e-05
37,18812.6,1.13036,0.44328,0.00643,0.94836,0.89689,0.95861,0.6765,1.09816,0.488,0.00775,0.00022944,7.648e-05,0.00022944,7.648e-05,0.00022944,7.648e-05,0.00022944,7.648e-05
38,19316.6,1.12858,0.43549,0.00643,0.95141,0.89701,0.96096,0.68089,1.09346,0.484,0.00771,0.00022748,7.58267e-05,0.00022748,7.58267e-05,0.00022748,7.58267e-05,0.00022748,7.58267e-05
39,19820,1.12644,0.4385,0.00641,0.94951,0.89617,0.9614,0.68096,1.09356,0.47826,0.00771,0.00022552,7.51733e-05,0.00022552,7.51733e-05,0.00022552,7.51733e-05,0.00022552,7.51733e-05
40,20324.1,1.12747,0.43395,0.00643,0.94454,0.90002,0.95571,0.67782,1.10075,0.48485,0.00777,0.00022356,7.452e-05,0.00022356,7.452e-05,0.00022356,7.452e-05,0.00022356,7.452e-05
41,20828,1.12593,0.43582,0.00643,0.94921,0.90051,0.96064,0.67895,1.09761,0.47886,0.00775,0.0002216,7.38667e-05,0.0002216,7.38667e-05,0.0002216,7.38667e-05,0.0002216,7.38667e-05
42,21332,1.12249,0.4369,0.0064,0.94786,0.8999,0.95677,0.67646,1.10447,0.48179,0.0078,0.00021964,7.32133e-05,0.00021964,7.32133e-05,0.00021964,7.32133e-05,0.00021964,7.32133e-05
43,21835.7,1.12119,0.43328,0.00645,0.94783,0.89725,0.96039,0.67901,1.09932,0.47781,0.00778,0.00021768,7.256e-05,0.00021768,7.256e-05,0.00021768,7.256e-05,0.00021768,7.256e-05
44,22339.3,1.12645,0.43828,0.0064,0.94577,0.89498,0.95892,0.6792,1.09886,0.48376,0.00779,0.00021572,7.19067e-05,0.00021572,7.19067e-05,0.00021572,7.19067e-05,0.00021572,7.19067e-05
45,22843.5,1.11861,0.426,0.00637,0.94398,0.90111,0.96081,0.68114,1.0942,0.47713,0.00773,0.00021376,7.12533e-05,0.00021376,7.12533e-05,0.00021376,7.12533e-05,0.00021376,7.12533e-05
46,23347.9,1.12179,0.42811,0.00641,0.94719,0.89879,0.96115,0.68057,1.09438,0.47435,0.00774,0.0002118,7.06e-05,0.0002118,7.06e-05,0.0002118,7.06e-05,0.0002118,7.06e-05
47,23851.8,1.11557,0.42723,0.00636,0.95603,0.89075,0.96029,0.68073,1.09338,0.47926,0.00772,0.00020984,6.99467e-05,0.00020984,6.99467e-05,0.00020984,6.99467e-05,0.00020984,6.99467e-05
48,24355.8,1.11851,0.42523,0.00639,0.94618,0.8993,0.96025,0.68131,1.09644,0.47132,0.00774,0.00020788,6.92933e-05,0.00020788,6.92933e-05,0.00020788,6.92933e-05,0.00020788,6.92933e-05
49,24860.8,1.11112,0.42276,0.00631,0.95359,0.89521,0.961,0.68199,1.0953,0.47439,0.00772,0.00020592,6.864e-05,0.00020592,6.864e-05,0.00020592,6.864e-05,0.00020592,6.864e-05
50,25364.8,1.1108,0.42755,0.00635,0.95485,0.89677,0.96085,0.68206,1.09444,0.47284,0.00772,0.00020396,6.79867e-05,0.00020396,6.79867e-05,0.00020396,6.79867e-05,0.00020396,6.79867e-05
51,25869.2,1.11692,0.4268,0.00636,0.94931,0.90087,0.96102,0.68067,1.09902,0.47108,0.00776,0.000202,6.73333e-05,0.000202,6.73333e-05,0.000202,6.73333e-05,0.000202,6.73333e-05
52,26373,1.11142,0.42108,0.00634,0.94917,0.89975,0.96164,0.68106,1.09918,0.46702,0.00776,0.00020004,6.668e-05,0.00020004,6.668e-05,0.00020004,6.668e-05,0.00020004,6.668e-05
53,26877,1.11461,0.41994,0.00636,0.94992,0.90015,0.96155,0.67974,1.09982,0.46812,0.00777,0.00019808,6.60267e-05,0.00019808,6.60267e-05,0.00019808,6.60267e-05,0.00019808,6.60267e-05
54,27381.3,1.10807,0.42369,0.0063,0.94751,0.90014,0.96113,0.67959,1.09887,0.47182,0.00775,0.00019612,6.53733e-05,0.00019612,6.53733e-05,0.00019612,6.53733e-05,0.00019612,6.53733e-05
55,27885.3,1.10954,0.4193,0.00633,0.95117,0.89625,0.96202,0.67973,1.1007,0.4703,0.00776,0.00019416,6.472e-05,0.00019416,6.472e-05,0.00019416,6.472e-05,0.00019416,6.472e-05
56,28388.9,1.1038,0.42128,0.00631,0.94994,0.89601,0.96183,0.67934,1.10196,0.47154,0.00778,0.0001922,6.40667e-05,0.0001922,6.40667e-05,0.0001922,6.40667e-05,0.0001922,6.40667e-05
57,28893,1.10146,0.41935,0.00628,0.95047,0.89689,0.9622,0.67978,1.10087,0.47165,0.00777,0.00019024,6.34133e-05,0.00019024,6.34133e-05,0.00019024,6.34133e-05,0.00019024,6.34133e-05
58,29396.7,1.09895,0.42116,0.00627,0.95325,0.8964,0.96219,0.68018,1.10022,0.47272,0.00776,0.00018828,6.276e-05,0.00018828,6.276e-05,0.00018828,6.276e-05,0.00018828,6.276e-05
59,29901.3,1.10301,0.41435,0.00628,0.95442,0.89532,0.96242,0.68081,1.10032,0.47049,0.00776,0.00018632,6.21067e-05,0.00018632,6.21067e-05,0.00018632,6.21067e-05,0.00018632,6.21067e-05
60,30406,1.10403,0.42203,0.00629,0.94409,0.90502,0.9629,0.68063,1.1021,0.46533,0.00778,0.00018436,6.14533e-05,0.00018436,6.14533e-05,0.00018436,6.14533e-05,0.00018436,6.14533e-05
61,30909.7,1.10335,0.41703,0.00631,0.94882,0.90211,0.9626,0.6805,1.10143,0.46474,0.00776,0.0001824,6.08e-05,0.0001824,6.08e-05,0.0001824,6.08e-05,0.0001824,6.08e-05
62,31413.2,1.10211,0.41843,0.00629,0.95092,0.90171,0.96301,0.68122,1.10184,0.46077,0.00777,0.00018044,6.01467e-05,0.00018044,6.01467e-05,0.00018044,6.01467e-05,0.00018044,6.01467e-05
63,31917.1,1.09493,0.41243,0.00624,0.95184,0.90228,0.96341,0.68155,1.10208,0.45665,0.00777,0.00017848,5.94933e-05,0.00017848,5.94933e-05,0.00017848,5.94933e-05,0.00017848,5.94933e-05
64,32421.8,1.09428,0.41031,0.00625,0.95562,0.90011,0.96328,0.68078,1.10226,0.45872,0.00777,0.00017652,5.884e-05,0.00017652,5.884e-05,0.00017652,5.884e-05,0.00017652,5.884e-05
65,32926.7,1.09919,0.41413,0.00625,0.95631,0.8999,0.96304,0.67994,1.10261,0.45973,0.00777,0.00017456,5.81867e-05,0.00017456,5.81867e-05,0.00017456,5.81867e-05,0.00017456,5.81867e-05
66,33431.1,1.09289,0.41574,0.00621,0.95752,0.89749,0.96273,0.68015,1.10298,0.46155,0.00777,0.0001726,5.75333e-05,0.0001726,5.75333e-05,0.0001726,5.75333e-05,0.0001726,5.75333e-05
67,33934.9,1.08934,0.41128,0.00621,0.95391,0.90244,0.96304,0.67931,1.10401,0.45934,0.00779,0.00017064,5.688e-05,0.00017064,5.688e-05,0.00017064,5.688e-05,0.00017064,5.688e-05
68,34438.5,1.09488,0.40932,0.00621,0.9544,0.90075,0.96278,0.67947,1.10256,0.46094,0.00777,0.00016868,5.62267e-05,0.00016868,5.62267e-05,0.00016868,5.62267e-05,0.00016868,5.62267e-05
69,34942,1.09394,0.4089,0.00623,0.95611,0.89954,0.96305,0.68008,1.10155,0.46281,0.00777,0.00016672,5.55733e-05,0.00016672,5.55733e-05,0.00016672,5.55733e-05,0.00016672,5.55733e-05
70,35445.5,1.08981,0.4048,0.00621,0.95647,0.89882,0.96284,0.67977,1.10216,0.46288,0.00777,0.00016476,5.492e-05,0.00016476,5.492e-05,0.00016476,5.492e-05,0.00016476,5.492e-05
71,35949.2,1.0891,0.40969,0.00619,0.95454,0.9005,0.96299,0.67956,1.10153,0.46354,0.00777,0.0001628,5.42667e-05,0.0001628,5.42667e-05,0.0001628,5.42667e-05,0.0001628,5.42667e-05
72,36453.3,1.08835,0.40754,0.00618,0.95468,0.90063,0.96319,0.68006,1.10146,0.46274,0.00776,0.00016084,5.36133e-05,0.00016084,5.36133e-05,0.00016084,5.36133e-05,0.00016084,5.36133e-05
73,36956.6,1.08402,0.40574,0.00618,0.95574,0.8999,0.96315,0.6801,1.10007,0.46416,0.00775,0.00015888,5.296e-05,0.00015888,5.296e-05,0.00015888,5.296e-05,0.00015888,5.296e-05
74,37461,1.08998,0.40452,0.00621,0.95321,0.90135,0.96333,0.68067,1.10052,0.46281,0.00776,0.00015692,5.23067e-05,0.00015692,5.23067e-05,0.00015692,5.23067e-05,0.00015692,5.23067e-05
75,37965.2,1.0912,0.41017,0.00621,0.95546,0.89925,0.96332,0.68056,1.10058,0.46197,0.00776,0.00015496,5.16533e-05,0.00015496,5.16533e-05,0.00015496,5.16533e-05,0.00015496,5.16533e-05
76,38470.3,1.08488,0.40717,0.00617,0.95673,0.90021,0.9634,0.68049,1.09998,0.46257,0.00775,0.000153,5.1e-05,0.000153,5.1e-05,0.000153,5.1e-05,0.000153,5.1e-05
77,38974.1,1.08421,0.40197,0.00616,0.9526,0.90304,0.96321,0.68002,1.10009,0.46435,0.00775,0.00015104,5.03467e-05,0.00015104,5.03467e-05,0.00015104,5.03467e-05,0.00015104,5.03467e-05
78,39477.7,1.0853,0.40243,0.00619,0.95395,0.90316,0.96322,0.67989,1.09958,0.46561,0.00775,0.00014908,4.96933e-05,0.00014908,4.96933e-05,0.00014908,4.96933e-05,0.00014908,4.96933e-05
79,39981.2,1.07746,0.40031,0.00614,0.95448,0.90087,0.9631,0.6797,1.10005,0.46604,0.00775,0.00014712,4.904e-05,0.00014712,4.904e-05,0.00014712,4.904e-05,0.00014712,4.904e-05
80,40484.7,1.07687,0.40499,0.00612,0.95469,0.90103,0.96289,0.67944,1.10026,0.46597,0.00775,0.00014516,4.83867e-05,0.00014516,4.83867e-05,0.00014516,4.83867e-05,0.00014516,4.83867e-05
81,40998.9,1.05359,0.37308,0.00616,0.9533,0.90075,0.96279,0.67909,1.10121,0.4659,0.00776,0.0001432,4.77333e-05,0.0001432,4.77333e-05,0.0001432,4.77333e-05,0.0001432,4.77333e-05
82,41501.2,1.05584,0.37776,0.00619,0.95326,0.90075,0.96286,0.6786,1.10113,0.46659,0.00776,0.00014124,4.708e-05,0.00014124,4.708e-05,0.00014124,4.708e-05,0.00014124,4.708e-05
83,42003.3,1.05653,0.37401,0.00617,0.95102,0.90268,0.96292,0.67886,1.10118,0.46644,0.00776,0.00013928,4.64267e-05,0.00013928,4.64267e-05,0.00013928,4.64267e-05,0.00013928,4.64267e-05
84,42505.2,1.05723,0.37358,0.00621,0.95441,0.89894,0.96307,0.67878,1.1005,0.46717,0.00776,0.00013732,4.57733e-05,0.00013732,4.57733e-05,0.00013732,4.57733e-05,0.00013732,4.57733e-05
85,43007,1.0586,0.37543,0.00619,0.95268,0.90221,0.96334,0.67909,1.10044,0.46844,0.00776,0.00013536,4.512e-05,0.00013536,4.512e-05,0.00013536,4.512e-05,0.00013536,4.512e-05
86,43509.1,1.05313,0.37213,0.00616,0.95389,0.90215,0.96334,0.67895,1.10052,0.46714,0.00776,0.0001334,4.44667e-05,0.0001334,4.44667e-05,0.0001334,4.44667e-05,0.0001334,4.44667e-05
87,44011.3,1.05276,0.37495,0.00616,0.95066,0.9051,0.9636,0.67894,1.10061,0.46647,0.00776,0.00013144,4.38133e-05,0.00013144,4.38133e-05,0.00013144,4.38133e-05,0.00013144,4.38133e-05
88,44513.6,1.05402,0.37517,0.00615,0.9551,0.90187,0.96347,0.67861,1.10043,0.46738,0.00776,0.00012948,4.316e-05,0.00012948,4.316e-05,0.00012948,4.316e-05,0.00012948,4.316e-05
89,45015.8,1.05365,0.37617,0.00616,0.95332,0.90147,0.96341,0.67856,1.10065,0.4676,0.00776,0.00012752,4.25067e-05,0.00012752,4.25067e-05,0.00012752,4.25067e-05,0.00012752,4.25067e-05
90,45517.6,1.05298,0.37317,0.00617,0.94936,0.90557,0.9635,0.6785,1.1012,0.46671,0.00776,0.00012556,4.18533e-05,0.00012556,4.18533e-05,0.00012556,4.18533e-05,0.00012556,4.18533e-05
91,46019.4,1.04693,0.36892,0.00612,0.95424,0.90166,0.96343,0.67886,1.1011,0.46745,0.00776,0.0001236,4.12e-05,0.0001236,4.12e-05,0.0001236,4.12e-05,0.0001236,4.12e-05
92,46521.4,1.05195,0.37212,0.00616,0.95391,0.90254,0.96349,0.67853,1.10089,0.46483,0.00776,0.00012164,4.05467e-05,0.00012164,4.05467e-05,0.00012164,4.05467e-05,0.00012164,4.05467e-05
93,47023.2,1.04519,0.36845,0.00611,0.95298,0.90316,0.96346,0.67833,1.10061,0.4653,0.00776,0.00011968,3.98933e-05,0.00011968,3.98933e-05,0.00011968,3.98933e-05,0.00011968,3.98933e-05
94,47524.8,1.04236,0.36413,0.00611,0.95169,0.90408,0.96343,0.67823,1.10112,0.46531,0.00776,0.00011772,3.924e-05,0.00011772,3.924e-05,0.00011772,3.924e-05,0.00011772,3.924e-05
95,48026.6,1.04774,0.37168,0.00612,0.9505,0.9043,0.96333,0.67799,1.10144,0.46565,0.00777,0.00011576,3.85867e-05,0.00011576,3.85867e-05,0.00011576,3.85867e-05,0.00011576,3.85867e-05
96,48527.8,1.04564,0.37015,0.00612,0.9509,0.90436,0.96325,0.67802,1.10152,0.46613,0.00776,0.0001138,3.79333e-05,0.0001138,3.79333e-05,0.0001138,3.79333e-05,0.0001138,3.79333e-05
97,49029.3,1.04763,0.36548,0.00613,0.94842,0.90484,0.96328,0.67789,1.10203,0.46576,0.00777,0.00011184,3.728e-05,0.00011184,3.728e-05,0.00011184,3.728e-05,0.00011184,3.728e-05
98,49530.7,1.04945,0.36648,0.00613,0.94997,0.90496,0.96323,0.67767,1.10263,0.46523,0.00777,0.00010988,3.66267e-05,0.00010988,3.66267e-05,0.00010988,3.66267e-05,0.00010988,3.66267e-05
99,50032.2,1.04422,0.36601,0.00611,0.95123,0.90376,0.96329,0.67794,1.10327,0.46392,0.00778,0.00010792,3.59733e-05,0.00010792,3.59733e-05,0.00010792,3.59733e-05,0.00010792,3.59733e-05
100,50533.5,1.04498,0.36665,0.00612,0.94936,0.90557,0.96319,0.67767,1.10342,0.46419,0.00778,0.00010596,3.532e-05,0.00010596,3.532e-05,0.00010596,3.532e-05,0.00010596,3.532e-05
101,51034.8,1.04311,0.36509,0.0061,0.9498,0.90496,0.96327,0.6776,1.10391,0.46381,0.00778,0.000104,3.46667e-05,0.000104,3.46667e-05,0.000104,3.46667e-05,0.000104,3.46667e-05
102,51536,1.04571,0.36352,0.0061,0.94839,0.90689,0.96337,0.67772,1.10453,0.46317,0.00778,0.00010204,3.40133e-05,0.00010204,3.40133e-05,0.00010204,3.40133e-05,0.00010204,3.40133e-05
103,52037.1,1.04342,0.36575,0.00614,0.9485,0.90689,0.96337,0.67767,1.10481,0.46346,0.00778,0.00010008,3.336e-05,0.00010008,3.336e-05,0.00010008,3.336e-05,0.00010008,3.336e-05
104,52538.2,1.03961,0.36329,0.00606,0.94864,0.90629,0.96336,0.67765,1.10511,0.46322,0.00779,9.812e-05,3.27067e-05,9.812e-05,3.27067e-05,9.812e-05,3.27067e-05,9.812e-05,3.27067e-05
105,53038.9,1.04135,0.35983,0.00608,0.9489,0.90582,0.96345,0.67791,1.10491,0.46309,0.00779,9.616e-05,3.20533e-05,9.616e-05,3.20533e-05,9.616e-05,3.20533e-05,9.616e-05,3.20533e-05
106,53539.7,1.03844,0.36195,0.00609,0.94892,0.90713,0.9633,0.67757,1.10541,0.46248,0.00779,9.42e-05,3.14e-05,9.42e-05,3.14e-05,9.42e-05,3.14e-05,9.42e-05,3.14e-05
107,54040.6,1.04277,0.36537,0.00612,0.95276,0.90364,0.96329,0.67779,1.10517,0.462,0.00779,9.224e-05,3.07467e-05,9.224e-05,3.07467e-05,9.224e-05,3.07467e-05,9.224e-05,3.07467e-05
108,54541.3,1.04251,0.36038,0.00612,0.95371,0.90231,0.96334,0.67791,1.10516,0.46214,0.00779,9.028e-05,3.00933e-05,9.028e-05,3.00933e-05,9.028e-05,3.00933e-05,9.028e-05,3.00933e-05
109,55042.1,1.03852,0.36009,0.0061,0.9538,0.90243,0.96323,0.67728,1.10636,0.46109,0.0078,8.832e-05,2.944e-05,8.832e-05,2.944e-05,8.832e-05,2.944e-05,8.832e-05,2.944e-05
110,55542.9,1.03627,0.36263,0.00604,0.95391,0.90255,0.96325,0.67718,1.10641,0.46113,0.0078,8.636e-05,2.87867e-05,8.636e-05,2.87867e-05,8.636e-05,2.87867e-05,8.636e-05,2.87867e-05
111,56043.8,1.0374,0.36405,0.00607,0.95344,0.90279,0.96326,0.67704,1.10675,0.46155,0.0078,8.44e-05,2.81333e-05,8.44e-05,2.81333e-05,8.44e-05,2.81333e-05,8.44e-05,2.81333e-05
112,56544.8,1.03585,0.36139,0.00605,0.95262,0.90339,0.96334,0.67733,1.1065,0.46145,0.0078,8.244e-05,2.748e-05,8.244e-05,2.748e-05,8.244e-05,2.748e-05,8.244e-05,2.748e-05
113,57046.3,1.03724,0.3619,0.00606,0.95275,0.90328,0.96332,0.67717,1.10661,0.46035,0.0078,8.048e-05,2.68267e-05,8.048e-05,2.68267e-05,8.048e-05,2.68267e-05,8.048e-05,2.68267e-05
114,57547.8,1.031,0.35495,0.00601,0.95394,0.903,0.96346,0.67709,1.10722,0.45921,0.00781,7.852e-05,2.61733e-05,7.852e-05,2.61733e-05,7.852e-05,2.61733e-05,7.852e-05,2.61733e-05
115,58049.1,1.0358,0.362,0.00608,0.95368,0.90269,0.96333,0.6772,1.10691,0.45964,0.0078,7.656e-05,2.552e-05,7.656e-05,2.552e-05,7.656e-05,2.552e-05,7.656e-05,2.552e-05
116,58550.3,1.03438,0.36061,0.00605,0.95332,0.90283,0.96313,0.67695,1.1076,0.45998,0.00781,7.46e-05,2.48667e-05,7.46e-05,2.48667e-05,7.46e-05,2.48667e-05,7.46e-05,2.48667e-05
117,59051.6,1.03017,0.35818,0.00603,0.95388,0.90219,0.96324,0.67682,1.10819,0.45915,0.00781,7.264e-05,2.42133e-05,7.264e-05,2.42133e-05,7.264e-05,2.42133e-05,7.264e-05,2.42133e-05
118,59552.8,1.03343,0.35941,0.00605,0.9537,0.90318,0.96326,0.6766,1.10866,0.45867,0.00782,7.068e-05,2.356e-05,7.068e-05,2.356e-05,7.068e-05,2.356e-05,7.068e-05,2.356e-05
119,60054,1.03378,0.35653,0.00606,0.95413,0.902,0.96309,0.67633,1.10895,0.45919,0.00782,6.872e-05,2.29067e-05,6.872e-05,2.29067e-05,6.872e-05,2.29067e-05,6.872e-05,2.29067e-05
120,60555,1.03589,0.35746,0.00606,0.95071,0.90375,0.96306,0.67641,1.10898,0.45942,0.00782,6.676e-05,2.22533e-05,6.676e-05,2.22533e-05,6.676e-05,2.22533e-05,6.676e-05,2.22533e-05
121,61056.4,1.03181,0.3584,0.00604,0.95132,0.90398,0.9629,0.67585,1.10963,0.45884,0.00783,6.48e-05,2.16e-05,6.48e-05,2.16e-05,6.48e-05,2.16e-05,6.48e-05,2.16e-05
122,61557.5,1.02949,0.35697,0.00602,0.95371,0.90328,0.95971,0.67573,1.10983,0.45798,0.00783,6.284e-05,2.09467e-05,6.284e-05,2.09467e-05,6.284e-05,2.09467e-05,6.284e-05,2.09467e-05
