epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,8250.88,1.2057,0.48067,0.00693,0.9536,0.8987,0.96399,0.66053,1.15597,0.4781,0.00815,0.00012795,4.265e-05,0.00012795,4.265e-05,0.00012795,4.265e-05,0.00012795,4.265e-05
17,8753.2,1.20163,0.48373,0.00686,0.95175,0.89665,0.963,0.65299,1.17625,0.49146,0.00829,0.00012648,4.216e-05,0.00012648,4.216e-05,0.00012648,4.216e-05,0.00012648,4.216e-05
18,9255.48,1.20501,0.48062,0.00685,0.95162,0.90023,0.96384,0.6572,1.16778,0.48146,0.00825,0.00012501,4.167e-05,0.00012501,4.167e-05,0.00012501,4.167e-05,0.00012501,4.167e-05
19,9757.78,1.19904,0.48142,0.00682,0.95083,0.89918,0.96392,0.65461,1.17354,0.481,0.00825,0.00012354,4.118e-05,0.00012354,4.118e-05,0.00012354,4.118e-05,0.00012354,4.118e-05
20,10260.4,1.19686,0.47942,0.00684,0.95144,0.8993,0.9639,0.65916,1.15925,0.48106,0.00815,0.00012207,4.069e-05,0.00012207,4.069e-05,0.00012207,4.069e-05,0.00012207,4.069e-05
21,10762.8,1.19282,0.47045,0.0068,0.9551,0.89671,0.96467,0.65262,1.18291,0.48214,0.0083,0.0001206,4.02e-05,0.0001206,4.02e-05,0.0001206,4.02e-05,0.0001206,4.02e-05
22,11265.3,1.19422,0.47794,0.00683,0.95534,0.89942,0.96364,0.65344,1.17551,0.48634,0.00825,0.00011913,3.971e-05,0.00011913,3.971e-05,0.00011913,3.971e-05,0.00011913,3.971e-05
23,11767.4,1.18958,0.47237,0.00678,0.95523,0.90135,0.96414,0.65309,1.18113,0.48502,0.00829,0.00011766,3.922e-05,0.00011766,3.922e-05,0.00011766,3.922e-05,0.00011766,3.922e-05
24,12269.9,1.18849,0.4686,0.00677,0.94915,0.89942,0.96333,0.65545,1.17249,0.4884,0.00825,0.00011619,3.873e-05,0.00011619,3.873e-05,0.00011619,3.873e-05,0.00011619,3.873e-05
25,12772.7,1.18541,0.47472,0.00679,0.9488,0.90448,0.96502,0.64883,1.19636,0.48475,0.00839,0.00011472,3.824e-05,0.00011472,3.824e-05,0.00011472,3.824e-05,0.00011472,3.824e-05
26,13275,1.18474,0.46417,0.00679,0.95234,0.90019,0.96309,0.65897,1.16372,0.48498,0.00821,0.00011325,3.775e-05,0.00011325,3.775e-05,0.00011325,3.775e-05,0.00011325,3.775e-05
27,13777.4,1.18064,0.46509,0.00675,0.95117,0.89713,0.9621,0.655,1.1725,0.48991,0.00824,0.00011178,3.726e-05,0.00011178,3.726e-05,0.00011178,3.726e-05,0.00011178,3.726e-05
28,14279.7,1.17971,0.4671,0.00672,0.94867,0.89942,0.96165,0.65668,1.16985,0.48822,0.00822,0.00011031,3.677e-05,0.00011031,3.677e-05,0.00011031,3.677e-05,0.00011031,3.677e-05
29,14782,1.18496,0.46766,0.00675,0.95498,0.89179,0.96087,0.65446,1.17338,0.4919,0.00825,0.00010884,3.628e-05,0.00010884,3.628e-05,0.00010884,3.628e-05,0.00010884,3.628e-05
30,15284.5,1.17989,0.46263,0.00678,0.95013,0.89272,0.95942,0.65289,1.1754,0.50638,0.00826,0.00010737,3.579e-05,0.00010737,3.579e-05,0.00010737,3.579e-05,0.00010737,3.579e-05
31,15786.8,1.17463,0.45974,0.00669,0.95013,0.89737,0.96141,0.65399,1.17378,0.48923,0.00823,0.0001059,3.53e-05,0.0001059,3.53e-05,0.0001059,3.53e-05,0.0001059,3.53e-05
32,16289.2,1.17648,0.46163,0.00678,0.95404,0.89677,0.9624,0.65311,1.18254,0.49332,0.0083,0.00010443,3.481e-05,0.00010443,3.481e-05,0.00010443,3.481e-05,0.00010443,3.481e-05
33,16791.5,1.17492,0.46184,0.00672,0.95617,0.89339,0.96179,0.6514,1.18262,0.49491,0.00829,0.00010296,3.432e-05,0.00010296,3.432e-05,0.00010296,3.432e-05,0.00010296,3.432e-05
34,17293.9,1.17129,0.47084,0.00669,0.95167,0.89533,0.96234,0.65326,1.17952,0.49255,0.00827,0.00010149,3.383e-05,0.00010149,3.383e-05,0.00010149,3.383e-05,0.00010149,3.383e-05
35,17796,1.17719,0.47071,0.0067,0.94885,0.89383,0.96062,0.65607,1.1691,0.5004,0.0082,0.00010002,3.334e-05,0.00010002,3.334e-05,0.00010002,3.334e-05,0.00010002,3.334e-05
36,18298.3,1.17034,0.46072,0.00668,0.94854,0.89919,0.96188,0.65752,1.16298,0.49301,0.00817,9.855e-05,3.285e-05,9.855e-05,3.285e-05,9.855e-05,3.285e-05,9.855e-05,3.285e-05
37,18800.7,1.17126,0.4622,0.00666,0.94451,0.90304,0.96155,0.65966,1.15786,0.49193,0.00813,9.708e-05,3.236e-05,9.708e-05,3.236e-05,9.708e-05,3.236e-05,9.708e-05,3.236e-05
38,19303.1,1.16488,0.4553,0.00665,0.94734,0.89927,0.96126,0.66089,1.15479,0.49601,0.0081,9.561e-05,3.187e-05,9.561e-05,3.187e-05,9.561e-05,3.187e-05,9.561e-05,3.187e-05
39,19805.4,1.1625,0.45862,0.00662,0.95551,0.89245,0.96086,0.66195,1.15271,0.49315,0.00808,9.414e-05,3.138e-05,9.414e-05,3.138e-05,9.414e-05,3.138e-05,9.414e-05,3.138e-05
40,20307.8,1.16118,0.46066,0.00663,0.95016,0.89328,0.95988,0.66271,1.14888,0.49058,0.00807,9.267e-05,3.089e-05,9.267e-05,3.089e-05,9.267e-05,3.089e-05,9.267e-05,3.089e-05
41,20810,1.16071,0.45644,0.00663,0.95294,0.8946,0.96039,0.66334,1.14772,0.48615,0.00808,9.12e-05,3.04e-05,9.12e-05,3.04e-05,9.12e-05,3.04e-05,9.12e-05,3.04e-05
42,21312.6,1.15932,0.45591,0.00662,0.95242,0.89448,0.95974,0.66238,1.14828,0.4892,0.00809,8.973e-05,2.991e-05,8.973e-05,2.991e-05,8.973e-05,2.991e-05,8.973e-05,2.991e-05
43,21815,1.15974,0.45398,0.00667,0.95124,0.90009,0.96211,0.66346,1.14703,0.48035,0.00806,8.826e-05,2.942e-05,8.826e-05,2.942e-05,8.826e-05,2.942e-05,8.826e-05,2.942e-05
44,22317.3,1.1639,0.45967,0.00662,0.95114,0.89581,0.96055,0.66434,1.14024,0.48748,0.00801,8.679e-05,2.893e-05,8.679e-05,2.893e-05,8.679e-05,2.893e-05,8.679e-05,2.893e-05
45,22820,1.15476,0.4504,0.00659,0.95609,0.89484,0.96152,0.66609,1.13823,0.47994,0.00799,8.532e-05,2.844e-05,8.532e-05,2.844e-05,8.532e-05,2.844e-05,8.532e-05,2.844e-05
46,23322.4,1.15873,0.45511,0.00663,0.94984,0.89906,0.96135,0.66509,1.14051,0.48066,0.00801,8.385e-05,2.795e-05,8.385e-05,2.795e-05,8.385e-05,2.795e-05,8.385e-05,2.795e-05
47,23824.8,1.15415,0.44916,0.00659,0.95209,0.8928,0.95973,0.66504,1.13676,0.48576,0.00799,8.238e-05,2.746e-05,8.238e-05,2.746e-05,8.238e-05,2.746e-05,8.238e-05,2.746e-05
48,24327.5,1.15766,0.44784,0.00665,0.9562,0.88942,0.95979,0.66539,1.13465,0.48878,0.00798,8.091e-05,2.697e-05,8.091e-05,2.697e-05,8.091e-05,2.697e-05,8.091e-05,2.697e-05
49,24830.1,1.15264,0.44927,0.00656,0.95807,0.8881,0.96014,0.6652,1.1373,0.48683,0.008,7.944e-05,2.648e-05,7.944e-05,2.648e-05,7.944e-05,2.648e-05,7.944e-05,2.648e-05
50,25332.1,1.15017,0.45287,0.00658,0.95044,0.89316,0.95953,0.66604,1.13358,0.48945,0.00797,7.797e-05,2.599e-05,7.797e-05,2.599e-05,7.797e-05,2.599e-05,7.797e-05,2.599e-05
51,25842.9,1.13063,0.41756,0.00664,0.95284,0.89111,0.95922,0.6643,1.13972,0.49044,0.00803,7.65e-05,2.55e-05,7.65e-05,2.55e-05,7.65e-05,2.55e-05,7.65e-05,2.55e-05
52,26344.5,1.12998,0.41523,0.00663,0.94887,0.89292,0.95878,0.66475,1.13624,0.49181,0.00802,7.503e-05,2.501e-05,7.503e-05,2.501e-05,7.503e-05,2.501e-05,7.503e-05,2.501e-05
53,26846.3,1.12554,0.41172,0.00657,0.95189,0.88901,0.95865,0.6651,1.13644,0.49364,0.00802,7.356e-05,2.452e-05,7.356e-05,2.452e-05,7.356e-05,2.452e-05,7.356e-05,2.452e-05
54,27348.2,1.12442,0.41353,0.00663,0.94499,0.89179,0.95526,0.66537,1.13357,0.49767,0.008,7.209e-05,2.403e-05,7.209e-05,2.403e-05,7.209e-05,2.403e-05,7.209e-05,2.403e-05
55,27850.1,1.12339,0.41498,0.0066,0.94935,0.88949,0.95788,0.66606,1.13231,0.4991,0.008,7.062e-05,2.354e-05,7.062e-05,2.354e-05,7.062e-05,2.354e-05,7.062e-05,2.354e-05
56,28351.6,1.11971,0.41682,0.00659,0.94742,0.89436,0.9584,0.66658,1.13279,0.49293,0.008,6.915e-05,2.305e-05,6.915e-05,2.305e-05,6.915e-05,2.305e-05,6.915e-05,2.305e-05
57,28853.2,1.12548,0.41243,0.00661,0.95035,0.89235,0.95565,0.66693,1.13113,0.48957,0.00799,6.768e-05,2.256e-05,6.768e-05,2.256e-05,6.768e-05,2.256e-05,6.768e-05,2.256e-05
58,29354.7,1.12252,0.41455,0.00658,0.94902,0.89461,0.95612,0.66697,1.13048,0.49153,0.00798,6.621e-05,2.207e-05,6.621e-05,2.207e-05,6.621e-05,2.207e-05,6.621e-05,2.207e-05
59,29856,1.12109,0.41814,0.00661,0.95385,0.89244,0.95953,0.6681,1.12903,0.49093,0.00796,6.474e-05,2.158e-05,6.474e-05,2.158e-05,6.474e-05,2.158e-05,6.474e-05,2.158e-05
60,30357.4,1.1197,0.41353,0.00656,0.94821,0.89311,0.95908,0.66822,1.12724,0.49304,0.00795,6.327e-05,2.109e-05,6.327e-05,2.109e-05,6.327e-05,2.109e-05,6.327e-05,2.109e-05
61,30858.8,1.12079,0.41005,0.00658,0.94567,0.8981,0.95886,0.66809,1.12625,0.49375,0.00795,6.18e-05,2.06e-05,6.18e-05,2.06e-05,6.18e-05,2.06e-05,6.18e-05,2.06e-05
62,31360.1,1.11815,0.41569,0.0066,0.94735,0.89516,0.95871,0.66807,1.12759,0.49294,0.00796,6.033e-05,2.011e-05,6.033e-05,2.011e-05,6.033e-05,2.011e-05,6.033e-05,2.011e-05
63,31861.4,1.11697,0.41501,0.00656,0.94632,0.89609,0.95879,0.66749,1.12823,0.49293,0.00797,5.886e-05,1.962e-05,5.886e-05,1.962e-05,5.886e-05,1.962e-05,5.886e-05,1.962e-05
64,32362.8,1.11667,0.4101,0.00659,0.94874,0.89614,0.95901,0.66782,1.12718,0.49237,0.00796,5.739e-05,1.913e-05,5.739e-05,1.913e-05,5.739e-05,1.913e-05,5.739e-05,1.913e-05
65,32863.9,1.11817,0.41547,0.00657,0.94661,0.89698,0.959,0.6681,1.12757,0.49002,0.00796,5.592e-05,1.864e-05,5.592e-05,1.864e-05,5.592e-05,1.864e-05,5.592e-05,1.864e-05
66,33365.4,1.11405,0.40909,0.00653,0.95103,0.89118,0.95886,0.66809,1.12654,0.49099,0.00795,5.445e-05,1.815e-05,5.445e-05,1.815e-05,5.445e-05,1.815e-05,5.445e-05,1.815e-05
67,33867.2,1.11465,0.41484,0.00655,0.94958,0.89135,0.95879,0.66771,1.12666,0.49241,0.00795,5.298e-05,1.766e-05,5.298e-05,1.766e-05,5.298e-05,1.766e-05,5.298e-05,1.766e-05
